compound,CAS,SMILES,dose,dose.units,Cmax,Cmax.units,Cmax/dose,reference,original.reference,link,note
S-warfarin,5543-57-7,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,0.143,mg/kg bw,1.56,mg/L,10.92,Oullet2006,Oullet2006,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-2125.2006.02589.x,"dose was 20 mg warfarin, analyzed S and R separately"
S-warfarin,5543-57-7,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,0.179,mg/kg bw,0.857,mg/L,4.7992,Zhou2004,Zhou2004,https://accp1-onlinelibrary-wiley-com.ezproxy.library.wur.nl/templates/jsp/_ux3/_pericles/pdf-viewer/web/viewer.html?file=/doi/pdfdirect/10.1177/0091270004264164,"dose was 25 mg warfarin, analyzed S and R separately"
S-warfarin,5543-57-7,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,0.143,mg/kg bw,0.6481,mg/L,4.5367,Wang2018,Wang2018,https://accp1-onlinelibrary-wiley-com.ezproxy.library.wur.nl/templates/jsp/_ux3/_pericles/pdf-viewer/web/viewer.html?file=/doi/pdfdirect/10.1002/jcph.1114,"dose was actually S-Warfarin, but in Cooperstown cocktail"
S-warfarin,5543-57-7,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,0.179,mg/kg bw,1.15,mg/L,6.44,Shen2019,Shen2019,https://accp1-onlinelibrary-wiley-com.ezproxy.library.wur.nl/templates/jsp/_ux3/_pericles/pdf-viewer/web/viewer.html?file=/doi/pdfdirect/10.1002/cpdd.662,"dose was 25 mg warfarin, analyzed S and R separately"
S-warfarin,5543-57-7,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,0.036,mg/kg bw,0.3229,mg/L,9.0412,Li2018,Li2018,https://accp1-onlinelibrary-wiley-com.ezproxy.library.wur.nl/doi/full/10.1002/cpdd.348?sid=worldcat.org,in this study there is no distinction between S and R (other formations excluded)
S-warfarin,5543-57-7,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,0.179,mg/kg bw,1.224,mg/L,6.8544,Stockis2013,Stockis2013,https://onlinelibrary.wiley.com/doi/epdf/10.1111/epi.12192,"dose was 25 mg warfarin, analyzed S and R separately"
S-warfarin,5543-57-7,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,0.179,mg/kg bw,1.188,mg/L,6.6528,Martin2016,Martin2016,https://link.springer.com/content/pdf/10.1007/s40268-015-0120-x.pdf,"dose was 25 mg warfarin, analyzed S and R separately"
S-warfarin,5543-57-7,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,0.179,mg/kg bw,1.53,mg/L,8.568,Gu2012,Gu2012,https://pdf.sciencedirectassets.com/272059/1-s2.0-S0149291811X0022X/1-s2.0-S0149291812003670/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEL%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJIMEYCIQCw5yRa%2BX8wKCeH6b4ZOvBTWutVYbD7rrk5Riq00Cc5KQIhAPoyo4%2Ft%2F7pEt%2BUjeb0LTa4uneWP1KCdT2rJdJOwE05HKr0DCKj%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEQAhoMMDU5MDAzNTQ2ODY1IgzgYLR%2Berj5ZcwFhXsqkQOdUntyCq1QtN8f5DAQfW5siLrF%2FmrnfIywR2cxO20Tnw5ccZu6cT3lItyH2vf6Gp3hwnmYnr8bVxmEO%2BQuZyfyZV8xouWgfPDDIKyk1Fkz2RfU1YBOQ98mXyQqtUsSznquA%2B%2B3wmGO%2FQHcfBR3JRazC5PKwqxYjTem%2BAwR%2FECWLByDZa3QTYsQEmh0XFqoKD1Br47dJ7wb8TiwzjGn2M8pdsaEOFT5oMZHzoAnfbh0zFGrDijqJfJeh5pMxyYCDrpDKknmMeBo7J0WSBefyjPiFU8tgyGRfmfUEDwwVQT65Hj2PwL8KKO2m3tn1po5zBPL4Ylh3%2BdgUZ8Rr9bCSFttnNlpnr7S%2BYrFGwanvgW2lyL7%2FBJaX1eqU7pYEoCm%2BIyMLKAMbdzvj7%2BJCx%2BhqeqVvIb58x1Hg5K54%2BpE2kGGFe2eB6hO1xdsZdy6jjdIepVgB9Dip1VZcosfEZMEHkfXSI7FljCDLvJS%2Fm5S084sYuAtKI37AohUsQeXDjUm1QjrDcWq4obsm%2BxmaJXMuAhXBjDzxcPzBTrqAcOb6fPCs%2BlZ2fwgMQUS7oOCmzWfoOZ6QNKa1W4Q0YQpd%2FGAWWJBr1dY4HkE%2FpF%2BvqttLA6I6TwQkY3Ee2bdaUHqOchpUu965Ci1AJzxBOWbHefOo%2F2XBynJmZWU3BM5SWfhD7SGTwhaxVl0m4XStwB%2FoUr0sctwACK6G3L17lJmyOKGVH0YuzbNrlBpfpHtRD7lOSi3T3ZNQbA7KwKb%2FO9kJ%2Bf%2F0%2B4542DItd%2B48KM8NoYowNQoFqsDiXgiH%2BhM5Dq0XfdJlwz%2FNG26z6iylh6KSGWWFVrZ4d8hEISOy%2BQ9rKI3wCNv%2F5KSDQ%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20200317T160521Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTY7VHIRGWP%2F20200317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=bd87adf922263a049fb0fb7c46438e03831ee17c3cb8668917e914c0da88fdfc&hash=0d5cc22a8d9f1e0525dfc20f9ba67c43417cb5094b2525737dcd5d6d9e2f1536&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0149291812003670&tid=spdf-da57a79e-3501-4507-affa-e136fe393d0e&sid=310fab526962294b7258eb091967105d5192gxrqb&type=client,"dose was 25 mg warfarin, analyzed S and R separately"
S-warfarin,5543-57-7,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,0.179,mg/kg bw,1.644,mg/L,9.2064,Almeida2008,Almeida2008,https://link.springer.com/content/pdf/10.1007/s00228-008-0534-2.pdf,"dose was 25 mg warfarin, analyzed S and R separately"
S-warfarin,5543-57-7,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,0.186,mg/kg bw,1.34,mg/L,7.215384615,Weber1999,Weber1999,https://accp1-onlinelibrary-wiley-com.ezproxy.library.wur.nl/templates/jsp/_ux3/_pericles/pdf-viewer/web/viewer.html?file=/doi/pdfdirect/10.1177/00912709922008380,"dose was 26 mg warfarin, analyzed S and R separately"
S-warfarin,5543-57-7,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,0.179,mg/kg bw,1.113,mg/L,6.2328,Yin2011,Yin2011,https://link.springer.com/content/pdf/10.2165/11538700-000000000-00000.pdf,"dose was 25 mg warfarin, analyzed S and R separately"
S-warfarin,5543-57-7,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,0.179,mg/kg bw,1.69,mg/L,9.464,Malhotra2011,Malhotra2011,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-2125.2011.03989.x,"dose was 25 mg warfarin, analyzed S and R separately"
S-warfarin,5543-57-7,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,0.179,mg/kg bw,1.775,mg/L,9.94,GroenWijnberg2017,GroenWijnberg2017,https://link.springer.com/content/pdf/10.1007/s13318-016-0350-5.pdf,"dose was 25 mg warfarin, analyzed S and R separately"
S-warfarin,5543-57-7,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,0.179,mg/kg bw,1.65,mg/L,9.24,Yan2014,Yan2014,https://accp1-onlinelibrary-wiley-com.ezproxy.library.wur.nl/templates/jsp/_ux3/_pericles/pdf-viewer/web/viewer.html?file=/doi/pdfdirect/10.1002/jcph.285,"dose was 25 mg warfarin, analyzed S and R separately"
S-warfarin,5543-57-7,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,0.179,mg/kg bw,1.39,mg/L,7.784,Duursema1995,Duursema1995,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-2125.1995.tb05732.x,"dose was 25 mg warfarin, analyzed S and R separately"
S-warfarin,5543-57-7,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,0.179,mg/kg bw,1.722,mg/L,9.6432,Weiss2015,Weiss2015,https://link.springer.com/content/pdf/10.1007/s40261-015-0299-1.pdf,"dose was 25 mg warfarin, analyzed S and R separately"
Timolol,26839-75-8,CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1,0.143,mg/kg bw,0.0291,mg/L,0.2037,Mäntylä1983,Mäntylä1983,https://link-springer-com.ezproxy.library.wur.nl/content/pdf/10.1007/BF00613822.pdf,"it states timolol maleate, but dose considered is the free base"
Timolol,26839-75-8,CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1,0.286,mg/kg bw,0.0826,mg/L,0.2891,Fourtillan1981,Fourtillan1981,https://link-springer-com.ezproxy.library.wur.nl/content/pdf/10.1007/BF00561948.pdf,
Timolol,26839-75-8,CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1,0.071,mg/kg bw,0.026,mg/L,0.364,Bobik1979,Bobik1979,https://link-springer-com.ezproxy.library.wur.nl/content/pdf/10.1007/BF00608402.pdf,acute regime only
Timolol,26839-75-8,CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1,0.143,mg/kg bw,0.0426,mg/L,0.2982,Else1978,Else1978,https://link.springer.com/content/pdf/10.1007/BF00716385.pdf,
Timolol,26839-75-8,CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1,0.286,mg/kg bw,0.0843,mg/L,0.29505,Lowenthal1978,Lowenthal1978,https://www.ncbi.nlm.nih.gov/pubmed/?term=Timolol+kinetics+in+chronic+renal+insufficiency,
Timolol,26839-75-8,CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1,0.286,mg/kg bw,0.1138,mg/L,0.3983,McGourty1985,McGourty1985,https://ascpt.onlinelibrary.wiley.com/doi/pdf/10.1038/clpt.1985.195,Poor metabolizers
Timolol,26839-75-8,CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1,0.286,mg/kg bw,0.0607,mg/L,0.21245,McGourty1985,McGourty1985,https://ascpt.onlinelibrary.wiley.com/doi/pdf/10.1038/clpt.1985.195,Extensive metabolizers
Tolbutamide,64-77-7,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,7.143,mg/kg bw,40.955,mg/L,5.7337,Sartor1980,Sartor1980,https://link-springer-com.ezproxy.library.wur.nl/content/pdf/10.1007/BF00625802.pdf,average fasting and non-fasting
Tolbutamide,64-77-7,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,7.143,mg/kg bw,52.6,mg/L,7.364,Neuvonen1983,Neuvonen1983,https://link-springer-com.ezproxy.library.wur.nl/content/pdf/10.1007%2FBF00613825.pdf,
Tolbutamide,64-77-7,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,7.143,mg/kg bw,50.1,mg/L,7.014,Meredith1991,Meredith1991,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-2125.1991.tb05587.x,
Tolbutamide,64-77-7,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,7.143,mg/kg bw,41.7,mg/L,5.838,Kivisto1992,Kivisto1992,https://link-springer-com.ezproxy.library.wur.nl/content/pdf/10.1007%2FBF00265936.pdf,
Tolbutamide,64-77-7,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,7.143,mg/kg bw,63,mg/L,8.82,Gross1999,Gross1999,https://www.degruyter.com/view/j/dmdi.1999.15.4/dmdi.1999.15.4.269/dmdi.1999.15.4.269.xml,
Tolbutamide,64-77-7,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,7.143,mg/kg bw,53.8,mg/L,7.532,Shon2002,Shon2002,https://oce-ovid-com.ezproxy.library.wur.nl/article/00008571-200203000-00005/HTML,CYP2C19 extensive metabolizer  genotype
Tolbutamide,64-77-7,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,7.143,mg/kg bw,52.2,mg/L,7.308,Shon2002,Shon2002,https://oce-ovid-com.ezproxy.library.wur.nl/article/00008571-200203000-00005/HTML,CYP2C19 poor metabolizer genotype
Tolbutamide,64-77-7,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,7.143,mg/kg bw,67.8,mg/L,9.492,Shon2002,Shon2002,https://oce-ovid-com.ezproxy.library.wur.nl/article/00008571-200203000-00005/HTML,CYP2C9* 1/* 3 and CYP2C19 extensive metabolizer genotype
Tolbutamide,64-77-7,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,7.143,mg/kg bw,46.6,mg/L,6.524,Arold2005,Arold2005,https://www-thieme-connect-de.ezproxy.library.wur.nl/products/ejournals/pdf/10.1055/s-2005-864099.pdf,
Tolbutamide,64-77-7,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,7.143,mg/kg bw,49.1,mg/L,6.874,Gillen2017,Gillen2017,https://accp1-onlinelibrary-wiley-com.ezproxy.library.wur.nl/templates/jsp/_ux3/_pericles/pdf-viewer/web/viewer.html?file=/doi/pdfdirect/10.1002/cpdd.324,
Tolbutamide,64-77-7,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,7.143,mg/kg bw,51.4,mg/L,7.196,Toon1995,Toon1995,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.2042-7158.1995.tb05740.x,
Tolbutamide,64-77-7,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,7.143,mg/kg bw,54.85,mg/L,7.679,Olson1985,Olson1985,https://www.ncbi.nlm.nih.gov/pubmed/4032245,average two brands
Tolbutamide,64-77-7,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,7.143,mg/kg bw,49.3,mg/L,6.902,Teng2013,Teng2013,https://www.ncbi.nlm.nih.gov/pubmed/?term=Evaluation+of+the+pharmacokinetic+interaction+between+ticagrelor+and+tolbutamide%2C+a+cytochrome+P450+2C9+substrate%2C+in+healthy+volunteers,
Verapamil,52-53-9,COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,1.143,mg/kg bw,0.0386,mg/L,0.033775,Lapatto-Reiniluoto2000,Lapatto-Reiniluoto2000,https://bpspubs.onlinelibrary.wiley.com/doi/pdf/10.1046/j.1365-2125.2000.00138.x,
Verapamil,52-53-9,COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,0.571,mg/kg bw,0.03167,mg/L,0.0554225,Sawicki2002,Sawicki2002,https://www-sciencedirect-com.ezproxy.library.wur.nl/science/article/pii/S0378517302000698,conventional tablets only
Verapamil,52-53-9,COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,3.429,mg/kg bw,0.0981,mg/L,0.0286125,Harder1991,Harder1991,https://journals.lww.com/cardiovascularpharm/Abstract/1991/02000/Pharmacodynamic_Profile_of_Verapamil_in_Relation.5.aspx,controlled release
Verapamil,52-53-9,COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,3.429,mg/kg bw,0.08269,mg/L,0.024117917,Popovic2006,Popovic2006,https://link.springer.com/content/pdf/10.1007/BF03191124.pdf,"average reference and test*retard/controlled release // In the table they reported mg instead of ug, but a) that can't be and b) based on the figures (and logic and other studies) it has to be ug, that's whay I included here"
Verapamil,52-53-9,COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,1.143,mg/kg bw,0.11517,mg/L,0.10077375,Haeri2014,Haeri2014,https://www.researchgate.net/publication/265863410_Metabolite_Parameters_as_an_Appropriate_Alternative_Approach_for_Assessment_of_Bioequivalence_of_Two_Verapamil_Formulations,average two brands
Verapamil,52-53-9,COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,1.714,mg/kg bw,0.123,mg/L,0.07175,Hla1987,Hla1987,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-2125.1987.tb03226.x,conventional only
Verapamil,52-53-9,COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,0.571,mg/kg bw,0.033065,mg/L,0.05786375,Sawicki2002,Sawicki2002,https://pdf.sciencedirectassets.com/271237/1-s2.0-S0939641100X00318/1-s2.0-S0939641101001898/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjECYaCXVzLWVhc3QtMSJGMEQCID4YLi0o%2BagzFtKwPFbskh89KksXtNAyLt%2BXKOBOqNUMAiAL6htHN5yLNPBkUaR2XvL4DtGp6SzfhU%2BYlxT1tA%2FG%2BCq0AwgvEAIaDDA1OTAwMzU0Njg2NSIMRcEIx21HIFg0hXwrKpEDcK7X2a2HA3K%2Bfc9Nnx57gEj9gcdRz17hFuoS4ms%2BR0M7Wc3F9HxDRyR39dR4emoC30wUiH7cInj55sUqJMlGVMxE3U%2Bv6%2Bsl%2BIK9y5vtPVjmju5wc7SXZ5LVGLW1DyeXQYXzkWZj%2BJVw3Ahnn6Th9Bh43GY8sLCGdiKpgj0M5AvgmclqbbiNw3agfQIhzVVAgDJzw906EmuZMXY%2FmpAuDC40HiDGdjNQBMrW8h2ghfJLK6M8CJM4k8pXEecr6TYOgDz827vZ7AQ1lgsK1j3Pp4C9FU7kUiQmKwWe0nnw%2BTmi8oCarM7Xdy99Iz8AINZyqKr4elY6o15WYIi%2FmBYjzltkrxIxwVnoiya5TjqQZ4%2FKpNkiz0k3%2FUeBVAO9%2BO3tK3ZfhZA%2FaIJ418nPQhKQ2%2FSKE0XWz6TNDcpR%2BbVSNkpYKmcnMhiZhovvULl7e%2BTGbVVPPwxKWSB8uawO6i9%2F3ugJkfRCnUZKFTrZ%2F%2FBN9dVP%2FbkP%2BYU8RVJFYzplD9l9L2BEMG%2F%2FHxlTFWe3qqxXdMMw2rSS9AU67AFfKYWHuN29OWNtt3NVwSXWlJfvgyXosU8B1llZXWJOrJsXOnIRg3P%2BJTpYcNqWboxvJP0g%2BuJQZM0mhXh%2FR1Heh8mlH0ysj%2B91IdqO2ZxGYo0C%2BIHHjTdOZ1y9NlBz9KfZ7kqHDUjJWI%2FqwO6BA6UcNklnvlJLWN3miF2VVFpSU91Sh2D98RpBStdRrdw8VKj1EXGt92pIo5SbqdTRMQTeI4xbNyD0jw3OiTqX2fw52sFLjKFVrds8YuP%2BmVHxDw9VQMwWdJ2xiu8bsoIi0aQq2nPxSc4HitDqKiwtnnOieT2AvxFDC%2FqebIa7mg%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20200401T145355Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYUX7UBCX4%2F20200401%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=3a6597fcbc54a7c6539f28b3cbee4a65c030ce996786cd3ac8ae724a9f9bb8b5&hash=d92e85a4de1d32bf23b9fa0b233f68b7e6256dd2bf7faaaa7ccb679e0fc362a3&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0939641101001898&tid=spdf-be2a8d85-1255-4147-85ae-64e41ae75768&sid=9cec14d727ca77480b88cb41609a316c9270gxrqb&type=client,average men and women staveran 
Verapamil,52-53-9,COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,0.571,mg/kg bw,0.0348,mg/L,0.0609,Sawicki2002,Sawicki2002,https://pdf.sciencedirectassets.com/271237/1-s2.0-S0939641100X00318/1-s2.0-S0939641101001898/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjECYaCXVzLWVhc3QtMSJGMEQCID4YLi0o%2BagzFtKwPFbskh89KksXtNAyLt%2BXKOBOqNUMAiAL6htHN5yLNPBkUaR2XvL4DtGp6SzfhU%2BYlxT1tA%2FG%2BCq0AwgvEAIaDDA1OTAwMzU0Njg2NSIMRcEIx21HIFg0hXwrKpEDcK7X2a2HA3K%2Bfc9Nnx57gEj9gcdRz17hFuoS4ms%2BR0M7Wc3F9HxDRyR39dR4emoC30wUiH7cInj55sUqJMlGVMxE3U%2Bv6%2Bsl%2BIK9y5vtPVjmju5wc7SXZ5LVGLW1DyeXQYXzkWZj%2BJVw3Ahnn6Th9Bh43GY8sLCGdiKpgj0M5AvgmclqbbiNw3agfQIhzVVAgDJzw906EmuZMXY%2FmpAuDC40HiDGdjNQBMrW8h2ghfJLK6M8CJM4k8pXEecr6TYOgDz827vZ7AQ1lgsK1j3Pp4C9FU7kUiQmKwWe0nnw%2BTmi8oCarM7Xdy99Iz8AINZyqKr4elY6o15WYIi%2FmBYjzltkrxIxwVnoiya5TjqQZ4%2FKpNkiz0k3%2FUeBVAO9%2BO3tK3ZfhZA%2FaIJ418nPQhKQ2%2FSKE0XWz6TNDcpR%2BbVSNkpYKmcnMhiZhovvULl7e%2BTGbVVPPwxKWSB8uawO6i9%2F3ugJkfRCnUZKFTrZ%2F%2FBN9dVP%2FbkP%2BYU8RVJFYzplD9l9L2BEMG%2F%2FHxlTFWe3qqxXdMMw2rSS9AU67AFfKYWHuN29OWNtt3NVwSXWlJfvgyXosU8B1llZXWJOrJsXOnIRg3P%2BJTpYcNqWboxvJP0g%2BuJQZM0mhXh%2FR1Heh8mlH0ysj%2B91IdqO2ZxGYo0C%2BIHHjTdOZ1y9NlBz9KfZ7kqHDUjJWI%2FqwO6BA6UcNklnvlJLWN3miF2VVFpSU91Sh2D98RpBStdRrdw8VKj1EXGt92pIo5SbqdTRMQTeI4xbNyD0jw3OiTqX2fw52sFLjKFVrds8YuP%2BmVHxDw9VQMwWdJ2xiu8bsoIi0aQq2nPxSc4HitDqKiwtnnOieT2AvxFDC%2FqebIa7mg%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20200401T145355Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYUX7UBCX4%2F20200401%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=3a6597fcbc54a7c6539f28b3cbee4a65c030ce996786cd3ac8ae724a9f9bb8b5&hash=d92e85a4de1d32bf23b9fa0b233f68b7e6256dd2bf7faaaa7ccb679e0fc362a3&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0939641101001898&tid=spdf-be2a8d85-1255-4147-85ae-64e41ae75768&sid=9cec14d727ca77480b88cb41609a316c9270gxrqb&type=client,men staveran
Verapamil,52-53-9,COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,1.143,mg/kg bw,0.067,mg/L,0.058625,Laine1997,Laine1997,https://www.ncbi.nlm.nih.gov/pubmed/?term=Effect+of+Delayed+Administration+of+Activated+Charcoal+on+the+Absorption+of+Conventional+and+Slow-Release+Verapamil,conventional only
Bisphenol A,80-05-7,CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,0.1,mg/kg bw,0.00148,mg/L,0.015,Thayer2015,Thayer2015,https://reader.elsevier.com/reader/sd/pii/S0160412015001506?token=53913B92DE3352697A86A42B8D4F7CC119BBCC609D4548B6FC00413F5953BF90CA1195A572937366A5CF8DA2B6012EB9,
Ochratoxin A,303-47-9,CC1CC2=C(Cl)C=C(C(=O)NC(CC3=CC=CC=C3)C(O)=O)C(O)=C2C(=O)O1,5.64E-06,mg/kg bw,0.000121,mg/L,21.44303797,Studer-Rohr2000,Studer-Rohr2000,https://link.springer.com/content/pdf/10.1007%2Fs002040000157.pdf,"1 volunteer; dose was a total of 3.8 uCi / 395 ng OTA; peak was about 1160 pCi/ml (based on figure), ergo 1pCi=103.9474 fg; 1160 pCi=120.78 pg"
Rosuvastatin,287714-41-4,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1C=CC(O)CC(O)CC(O)=O)N(C)S(C)(=O)=O,0.071,mg/kg bw,0.01022,mg/L,0.14308,Li2007,Li2007,https://pdf.sciencedirectassets.com/272059/1-s2.0-S0149291807X81207/1-s2.0-S0149291807003293/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEDYaCXVzLWVhc3QtMSJIMEYCIQCiJgGeFR4MQYO9DcrFNnDwWw7kejYbh4eyivx4mlNTEwIhAP%2B7w8z6OODwJ9CqCLJOnimBuqBggBACqW5w17fWTefyKrQDCD8QAhoMMDU5MDAzNTQ2ODY1Igz5vLFZ4w1q43d88UYqkQMGSf%2BpgPnV0D9KdWYZMtdEMKfKlK53Ql%2Fz0Mv4ClwlRLr2XIeXzKpKR02kkTW2EtXDS9KIL64UO3GiSrzuZ99BZu7fiAmvYqSkzDFAm0gz7IzS2gdOqvunXgZeWmF1Mt9Pf2FVSDrcs8p6MDCvaBGOg5%2FHRL%2BIH%2Fdy9YQ9ycDh8KmpadCt7Ac8cE3QloxeUMgO34ihoHnPaRRmSRb5LwIScgY0etIQasif5mlp72HLq%2Bm1VVThXj8Ef6EG%2B%2FIvMq%2FlV%2BMXbaaS8VxAI2U1M6Bo3ftq%2FCi%2BYOcA4lOujBHTcnr1PDJHoRs4UEcwhacTrybKis0tVU3I%2FUqyxN%2Bj6%2B5r5fRKD3Oc1FChaj95Fb11X8shfcX5McWlprAjg3RubtR6QXXQYbh47%2FAysNjAr6vKnLH9hA56L0UfXBoRRT46qJPKNXh7Ikn%2Fc%2F8e6MZQuMtEsgyYInDpr%2BxxK6mSLBfbHBUhP74IoR6ypvxRibuglo60L06JO26ZaYKuiBeAzvHQVNA8CH1y4%2F0DmGQc3vl0XTD09pX0BTrqAcX%2FDFL4jR1ioeFidVpCbD2nw1PcSv1KL6lNzrYk8HjyOEBUTZBuuFGQ9nKTVlkS%2BVZhG7YwECCgRw3cvYb8aoN2cMqIl6HtJltC2lNQ9PJZVnx6bo4disWD07zIW7OGxXK%2BFxqESpyEXras9W8dTfVxVyGeA2phgYyu2XboYJdhPyIl0nimk3OoFm%2BGfO674JugmNSF523kI1O%2BXjZqu5JL0vevh6oGOUwUOo2pZsio0d%2Fkw7f2b0HxSfzBMSNA6Km2miRaKxwSsF6SGXFbz6UDqCG%2Fh0C6qlq%2BMA30G0x7Tw6eQNgwhtpWQQ%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20200402T070809Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTY2OSGPHYY%2F20200402%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=4fb19335b1b19f9521cc3abed339edf53f4e9d73a9b493c5f93cc4edb2542f30&hash=0f0360f29832b544b0d4199d95ac918aac2ea909dea943bd03e289cb2bb4757f&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0149291807003293&tid=spdf-33673909-d45c-410f-94a8-cda74dcc0099&sid=ed44f5b62c528543a7591eb7c01947afee82gxrqb&type=client,
